-,-,-,-,-,-,-,-,-,-,-,-
0.08,0.98,-0.03,3.05,1.22,-0.37,0.98,3.31,6,122,45,150
0.08,0.98,-0.03,3.11,1.22,0.18,0.98,3.35,6,120,46,148
0.08,0.98,-0.03,1.83,1.46,0.12,0.98,2.35,6,115,43,151
0.07,0.98,-0.03,0.85,1.77,-0.67,0.98,2.08,6,113,42,149
0.08,0.98,-0.03,1.04,1.89,-0.43,0.98,2.20,6,112,44,143
0.07,0.98,-0.03,1.16,1.59,-0.73,0.99,2.10,5,113,41,143
0.08,0.98,-0.03,1.10,1.65,-0.67,0.98,2.09,6,112,41,141
0.08,0.98,-0.03,-0.31,1.40,0.00,0.98,1.44,6,113,43,141
0.08,0.98,-0.03,0.18,1.34,-0.06,0.98,1.36,5,115,43,142
0.08,0.98,-0.03,0.31,1.22,-0.37,0.98,1.31,5,115,46,137
0.08,0.98,-0.03,0.85,0.61,-0.79,0.98,1.32,6,115,47,142
0.08,0.98,-0.03,0.98,0.24,-1.22,0.98,1.58,5,119,47,141
0.07,0.97,-0.02,-0.55,0.55,-1.22,0.97,1.45,6,123,50,138
0.07,0.99,-0.03,-0.49,1.22,-2.56,0.99,2.88,6,129,52,128
0.07,1.01,-0.03,-1.04,1.46,-8.54,1.01,8.73,6,137,63,107
0.08,1.10,-0.15,7.87,-8.30,-33.26,1.12,35.18,5,149,76,57
0.13,1.04,-0.08,45.10,-14.47,-62.01,1.05,78.03,2,181,87,15
0.14,2.88,-0.33,-12.02,-22.89,-153.26,2.90,155.42,1,285,92,6
-0.03,2.76,-0.56,44.68,-23.68,-273.74,2.82,278.37,1,422,74,4
-0.08,2.60,-0.47,25.09,-55.66,-398.32,2.64,402.97,1,639,27,2
-0.18,2.76,-0.67,145.69,-66.71,-388.06,2.84,419.84,1,762,6,3
-1.81,-1.84,-1.07,144.71,-63.48,-158.87,2.79,224.08,1,777,1,19
-0.98,0.80,-0.02,-46.20,5.86,25.94,1.27,53.31,1,788,0,18
-0.51,0.03,-0.41,10.31,51.51,61.83,0.66,81.13,1,797,0,19
-0.42,0.18,-0.45,-26.92,48.71,84.41,0.64,101.10,1,795,1,19
-0.59,0.29,-0.31,-31.49,38.64,122.44,0.72,132.19,1,796,0,19
-0.64,0.49,-0.21,-40.04,57.56,161.13,0.83,175.73,1,795,0,16
-0.51,0.86,-0.11,-46.39,103.27,185.36,1.00,217.20,1,794,2,17
-0.03,1.06,-0.37,-32.53,123.47,214.11,1.12,249.29,1,790,2,18
0.28,1.21,-0.40,-32.84,81.12,238.10,1.30,253.67,1,787,0,16
0.64,1.73,-0.27,-21.00,-0.49,210.69,1.86,211.74,1,772,1,16
0.78,1.74,-0.18,-4.82,-70.43,184.20,1.92,197.27,1,769,0,19
0.99,1.67,-0.15,-37.48,-142.46,188.17,1.95,238.97,1,770,0,16
0.82,1.53,0.29,-73.97,-160.77,157.29,1.76,236.76,1,761,0,17
0.91,1.37,0.60,-100.10,-116.21,146.91,1.75,212.39,1,761,1,14
1.04,1.28,1.01,-79.90,-45.47,125.12,1.93,155.26,1,768,1,14
1.49,1.48,1.20,-41.14,31.62,67.57,2.42,85.19,1,777,1,17
2.39,1.34,0.31,173.83,84.53,-116.82,2.76,225.85,1,775,1,35
-0.42,0.36,0.25,136.84,86.12,-199.16,0.61,256.53,2,571,2,96
0.45,1.18,0.25,35.16,4.58,-172.97,1.28,176.57,2,481,3,125
0.38,0.84,0.00,34.42,-2.56,-46.81,0.92,58.16,4,212,3,133
0.08,0.95,-0.04,11.05,-1.95,-13.79,0.95,17.78,4,161,9,128
0.10,0.95,-0.03,7.81,-1.53,-8.12,0.96,11.37,5,131,17,130
0.10,0.94,0.01,8.91,-1.65,-1.71,0.95,9.22,5,116,23,138
0.09,0.98,-0.03,2.75,-0.12,5.55,0.99,6.20,6,116,25,141
0.07,0.99,-0.01,4.39,-0.37,3.48,0.99,5.62,6,114,28,151
0.08,0.98,-0.02,0.92,0.79,1.65,0.98,2.05,6,115,30,149
0.08,0.98,-0.03,1.16,1.28,1.89,0.98,2.56,6,112,28,146
0.08,0.98,-0.02,1.77,1.28,1.16,0.99,2.47,6,112,26,152
0.08,0.99,-0.02,3.66,1.04,0.12,0.99,3.81,5,112,22,152
0.09,0.99,-0.01,11.05,-1.28,0.00,0.99,11.12,6,116,19,149
0.07,0.98,-0.01,7.14,0.85,3.36,0.98,7.94,5,122,16,150
0.07,0.97,-0.01,6.10,1.22,3.17,0.97,6.99,5,127,16,155
0.07,0.97,-0.00,3.85,1.34,2.56,0.98,4.81,5,137,13,153
0.05,0.97,0.01,2.26,1.46,2.14,0.97,3.44,5,144,16,155
0.07,0.97,-0.00,1.83,1.46,1.59,0.97,2.83,4,146,14,155
0.06,0.99,-0.01,-0.12,1.28,-0.92,0.99,1.58,5,140,18,151
0.07,0.98,-0.01,0.24,1.34,-3.23,0.99,3.51,5,124,22,145
0.07,0.98,-0.00,1.83,0.85,-5.74,0.98,6.08,5,118,31,144
0.08,1.00,-0.01,4.70,0.31,-8.36,1.01,9.60,5,118,39,132
0.08,0.97,0.01,-0.06,-0.31,-10.99,0.98,10.99,5,125,46,116
0.09,1.04,-0.03,-5.19,0.73,-17.09,1.05,17.87,4,137,58,77
0.10,1.47,-0.14,8.00,-6.16,-33.14,1.48,34.65,3,160,72,35
0.16,2.05,-0.29,15.99,-14.40,-96.44,2.08,98.81,2,247,81,11
0.05,3.04,-0.20,-5.98,-20.75,-202.09,3.05,203.24,1,351,65,6
-0.20,2.57,-0.22,23.01,-47.73,-323.49,2.59,327.80,1,522,32,2
-0.05,3.44,-0.46,128.78,-59.69,-381.53,3.47,407.08,1,742,7,2
-1.53,-0.06,-1.19,294.98,-63.11,-318.66,1.94,438.80,1,784,2,21
-1.90,0.11,-0.84,-53.65,-2.38,-56.09,2.08,77.65,1,792,1,19
-0.83,0.56,-0.23,-21.61,63.11,77.58,1.03,102.31,1,811,2,18
-0.36,0.14,-0.60,-25.45,71.78,98.57,0.72,124.56,1,809,0,17
-0.50,0.50,-0.36,-42.18,40.10,128.42,0.79,140.99,1,808,0,19
-0.68,0.56,-0.28,-42.66,42.54,166.75,0.93,177.30,1,809,0,18
-0.48,0.98,-0.20,-59.51,73.18,210.02,1.11,230.23,1,810,2,18
-0.02,1.11,-0.30,-54.75,89.11,234.13,1.15,256.43,1,804,2,17
0.29,1.68,0.07,-53.41,49.68,230.71,1.71,241.97,1,798,1,16
0.77,1.49,-0.11,-11.11,9.28,174.01,1.68,174.61,1,786,1,18
0.64,1.51,0.02,-35.95,-46.63,206.18,1.64,214.42,1,775,1,18
0.86,1.71,0.35,-46.39,-49.50,179.50,1.95,191.90,1,766,0,13
1.43,1.46,0.44,-58.47,-7.51,148.19,2.09,159.49,1,761,0,15
1.99,1.40,0.66,-48.71,24.11,78.92,2.52,95.82,1,759,0,15
2.22,0.77,0.44,-7.57,33.57,58.78,2.39,68.11,1,759,0,15
2.02,0.54,0.30,-5.49,27.95,23.62,2.11,37.01,1,760,0,15
1.29,0.44,0.34,-12.70,15.50,-11.05,1.41,22.88,1,781,0,32
-0.57,0.22,-0.00,170.53,-8.24,-312.19,0.61,355.83,3,520,3,119
0.47,1.16,-0.02,34.36,-12.51,-91.13,1.25,98.19,3,248,4,143
0.26,0.78,0.08,34.67,3.72,-30.58,0.82,46.38,5,135,11,139
0.13,0.92,-0.02,4.58,0.92,-11.84,0.93,12.73,5,123,24,135
0.12,0.96,-0.04,3.72,0.49,-1.46,0.97,4.03,6,122,35,138
0.11,0.98,-0.05,-1.22,1.34,5.43,0.99,5.73,6,122,38,140
0.09,0.98,-0.04,2.75,0.73,5.25,0.99,5.97,6,124,39,145
0.09,0.98,-0.04,2.32,1.40,1.53,0.99,3.11,6,124,42,148
0.09,0.98,-0.04,1.77,1.46,0.49,0.98,2.35,6,124,41,147
0.09,0.98,-0.04,2.14,1.22,0.24,0.98,2.47,7,122,42,146
0.09,0.98,-0.04,1.40,1.46,-0.43,0.99,2.07,6,124,39,144
0.09,0.98,-0.04,1.40,1.28,-0.43,0.98,1.95,6,122,39,144
0.09,0.98,-0.04,1.59,1.16,-0.55,0.98,2.04,6,122,41,140
0.09,0.98,-0.04,1.53,1.10,-0.61,0.98,1.98,6,121,38,140
0.09,0.98,-0.04,0.98,0.79,-0.67,0.98,1.43,6,121,40,142
0.09,0.98,-0.04,0.24,0.92,-0.67,0.98,1.16,6,123,38,145
0.10,0.97,-0.04,0.67,1.10,-1.28,0.97,1.82,6,123,42,139
0.09,0.97,-0.04,0.98,1.22,-1.34,0.98,2.06,6,123,43,138
0.09,0.98,-0.04,0.55,1.34,-1.22,0.98,1.90,7,128,45,139
0.09,0.98,-0.04,0.18,1.40,-1.83,0.99,2.31,6,131,54,136
0.09,0.98,-0.04,0.49,1.65,-2.44,0.99,2.99,6,134,57,130
0.10,0.97,-0.04,0.79,1.71,-4.58,0.98,4.95,7,139,66,117
0.10,0.98,-0.05,-1.71,2.26,-4.09,0.99,4.97,7,142,75,104
0.11,1.00,-0.06,-0.73,0.92,-10.01,1.01,10.08,6,148,82,77
0.12,1.13,-0.05,6.04,-4.82,-24.11,1.14,25.32,5,154,91,53
0.11,1.12,-0.03,-0.79,-13.37,-35.46,1.12,37.91,4,160,94,20
0.12,1.19,-0.06,4.39,-6.16,-51.21,1.19,51.77,2,180,105,10
0.14,2.12,-0.09,-36.68,-8.54,-120.30,2.13,126.06,2,236,109,3
-0.00,2.56,-0.13,-5.98,-12.82,-244.63,2.56,245.04,1,322,103,5
-0.00,2.71,-0.29,23.80,-35.77,-359.56,2.73,362.12,1,468,77,3
0.17,3.06,-0.89,114.14,-38.88,-422.00,3.20,438.89,1,715,18,2
-0.85,1.97,-0.91,180.05,-70.74,-377.44,2.33,424.13,1,794,4,9
-1.99,-2.36,-1.37,229.61,-51.15,-164.31,3.38,286.94,1,793,0,23
-0.93,0.53,-0.37,-82.82,-8.00,109.31,1.13,137.38,1,812,2,16
-0.61,0.49,-0.19,-12.88,14.71,117.80,0.80,119.41,1,811,1,18
-0.55,0.13,-0.47,0.18,26.98,146.85,0.74,149.31,1,808,0,19
-0.63,0.45,-0.32,-39.98,32.84,175.42,0.84,182.89,1,808,0,19
-0.63,0.71,-0.21,-38.57,63.05,219.36,0.97,231.48,1,808,1,18
-0.41,1.07,-0.27,-42.60,80.32,242.49,1.18,258.98,1,804,0,18
0.02,1.45,-0.37,-39.92,65.06,267.09,1.50,277.78,1,795,0,18
0.52,1.74,-0.32,-49.50,33.81,240.72,1.84,248.07,1,782,2,15
0.80,1.85,-0.47,-30.94,-14.83,215.03,2.07,217.75,1,769,0,15
1.00,1.69,-0.88,-96.13,-92.65,166.93,2.15,213.76,1,752,0,13
0.95,2.07,0.00,-169.68,-126.59,173.95,2.27,274.00,1,749,0,11
1.41,1.72,1.03,-148.99,-107.12,229.92,2.45,294.17,1,756,1,13
1.51,2.10,1.89,-90.52,-48.28,188.72,3.20,214.80,1,767,0,13
1.79,0.96,0.68,63.05,79.90,79.04,2.14,128.86,1,776,0,14
1.98,1.01,0.82,131.53,120.06,-141.91,2.37,227.71,1,801,1,37
-0.88,0.42,1.29,174.50,100.40,-222.47,1.62,300.04,2,574,3,90
0.60,1.17,0.08,60.85,8.18,-252.44,1.31,259.80,2,522,3,130
0.10,1.18,-0.08,31.37,-5.80,-89.23,1.18,94.77,3,273,3,140
0.20,0.91,-0.03,26.12,0.49,-32.59,0.94,41.77,5,145,7,132
0.09,0.97,-0.07,5.62,1.10,-10.07,0.98,11.58,5,131,16,126
0.09,0.99,-0.09,3.48,0.85,-3.91,1.00,5.30,5,122,25,134
0.09,0.97,-0.06,8.00,0.55,-2.87,0.98,8.51,6,122,33,136
0.09,0.97,-0.06,9.03,-0.37,-0.24,0.98,9.04,6,122,37,141
0.09,0.97,-0.04,6.29,0.00,-0.55,0.97,6.31,7,124,43,144
0.09,0.97,-0.05,1.65,1.40,1.59,0.98,2.68,7,126,43,144
0.08,0.98,-0.05,1.16,1.53,1.89,0.98,2.69,7,125,40,145
0.08,0.98,-0.05,0.61,1.71,1.83,0.98,2.58,7,126,40,145
0.08,0.98,-0.06,0.43,1.83,0.85,0.99,2.07,7,126,42,142
0.08,0.98,-0.05,1.04,1.71,-0.37,0.98,2.03,7,127,41,143
0.08,0.98,-0.05,0.61,1.40,0.06,0.98,1.53,6,124,42,141
0.08,0.98,-0.05,0.00,1.40,0.55,0.98,1.51,6,125,40,143
0.08,0.98,-0.06,0.18,1.59,0.98,0.99,1.87,7,124,38,144
0.08,0.98,-0.06,0.73,1.40,0.00,0.99,1.58,7,125,38,141
0.08,0.98,-0.06,1.16,0.98,-0.31,0.98,1.55,7,125,40,140
0.07,0.98,-0.06,1.16,1.28,-0.61,0.99,1.83,7,126,42,140
0.08,0.98,-0.06,0.24,1.53,-0.43,0.98,1.60,7,129,45,139
0.08,0.98,-0.06,0.12,1.46,-0.31,0.99,1.50,7,131,48,139
0.08,0.98,-0.06,0.67,1.22,-1.16,0.99,1.81,6,134,50,136
0.07,0.99,-0.06,0.67,1.28,-2.69,1.00,3.05,7,135,54,130
0.07,0.99,-0.06,0.55,1.59,-6.16,1.00,6.39,7,140,63,119
0.10,1.02,-0.06,2.26,0.98,-15.69,1.02,15.88,6,146,75,89
0.09,1.03,-0.05,11.54,-7.57,-24.84,1.03,28.42,6,151,86,64
0.08,1.28,-0.13,4.52,-7.20,-26.92,1.29,28.23,4,158,91,34
0.19,1.06,-0.17,20.81,-9.58,-44.62,1.09,50.16,3,176,99,14
0.09,1.95,0.02,-17.15,-12.33,-107.42,1.96,109.48,1,240,102,5
0.05,2.47,-0.10,-12.15,-12.82,-186.58,2.47,187.42,1,330,103,4
-0.06,2.18,-0.21,16.72,-19.84,-279.24,2.19,280.44,1,443,85,3
0.07,3.33,-0.30,32.71,-26.31,-378.23,3.35,380.56,1,639,27,2
0.41,2.62,-1.08,141.24,-54.14,-375.43,2.86,404.75,1,764,10,2
-2.04,-1.46,-1.14,252.62,-55.11,-134.58,2.75,291.49,1,799,1,19
-1.87,-0.62,-1.06,39.49,-56.40,5.68,2.24,69.08,1,786,0,19
-0.58,1.25,-0.06,-93.26,5.49,111.33,1.38,145.33,1,807,1,17
-0.56,0.21,-0.28,9.46,47.30,79.28,0.66,92.81,1,810,0,17
-0.67,0.24,-0.31,-29.79,79.10,131.16,0.78,156.04,1,804,0,18
-0.62,0.71,-0.16,-39.18,109.68,178.04,0.95,212.75,1,807,1,18
-0.60,0.84,-0.15,-22.64,136.17,200.07,1.04,243.07,1,803,1,20
-0.39,1.12,-0.31,-9.28,154.30,239.75,1.23,285.26,1,809,1,18
-0.02,1.35,-0.49,-4.64,129.09,268.31,1.43,297.79,1,805,0,19
0.22,1.69,-0.43,-4.39,60.97,264.71,1.76,271.68,1,801,1,17
0.49,2.25,-0.39,14.59,15.99,231.81,2.33,232.82,1,792,1,17
0.90,2.32,-0.55,-5.62,-30.46,249.39,2.55,251.31,1,774,1,14
1.56,1.90,-0.35,-58.59,-33.94,220.09,2.49,230.27,1,753,0,13
1.87,1.62,0.22,-75.32,-1.46,210.14,2.49,223.24,1,747,1,15
2.02,1.08,0.33,-54.75,25.45,137.15,2.31,149.85,1,745,4,15
1.90,1.07,0.45,-34.24,5.07,63.54,2.23,72.35,1,753,0,14
1.56,0.90,0.31,-1.89,-23.93,-4.58,1.82,24.43,1,768,0,15
-1.08,-1.18,-0.22,246.64,5.55,-164.79,1.61,296.68,1,769,0,48
-0.26,0.28,0.26,102.17,33.33,-236.63,0.47,259.89,2,667,3,87
0.25,1.37,-0.17,26.43,-33.02,-231.02,1.41,234.86,2,658,3,114
0.30,1.37,-0.04,16.91,-6.96,-167.36,1.41,168.35,2,516,3,133
0.23,1.00,-0.05,36.07,2.26,-48.71,1.03,60.65,3,319,4,136
0.18,0.94,-0.04,23.50,1.28,-27.04,0.96,35.85,4,207,7,128
0.13,0.96,-0.04,10.38,0.31,-8.73,0.97,13.56,4,151,16,128
0.12,0.97,-0.04,13.43,-0.12,-9.03,0.98,16.18,5,131,28,123
0.13,0.97,-0.03,10.93,-0.24,-4.33,0.97,11.76,6,124,37,134
0.12,0.97,-0.02,7.39,0.12,-1.22,0.98,7.49,6,126,44,135
0.12,0.97,-0.02,3.42,0.61,1.40,0.97,3.75,6,125,49,141
0.12,0.98,-0.03,-0.18,1.28,2.14,0.98,2.50,6,125,48,139
0.11,0.98,-0.03,0.12,1.46,1.22,0.99,1.91,6,125,47,141
0.12,0.98,-0.03,0.67,1.77,0.73,0.98,2.03,6,123,48,143
0.12,0.98,-0.03,0.12,1.71,1.22,0.98,2.10,7,122,44,141
0.12,0.98,-0.03,-0.24,1.71,1.22,0.99,2.11,6,120,42,141
0.11,0.98,-0.03,0.49,1.71,0.79,0.98,1.95,6,120,43,136
0.11,0.97,-0.03,0.92,1.53,0.67,0.98,1.90,6,117,43,142
0.11,0.97,-0.03,0.37,1.65,1.28,0.98,2.12,6,117,43,137
0.11,0.98,-0.03,-0.18,1.34,1.59,0.98,2.09,6,117,41,139
0.11,0.98,-0.04,0.67,1.40,0.00,0.99,1.56,6,116,43,140
0.11,0.98,-0.03,1.46,1.34,-0.49,0.98,2.05,6,117,48,134
0.11,0.98,-0.03,0.61,1.34,0.31,0.98,1.51,6,116,49,137
0.10,0.98,-0.03,-0.55,1.59,-1.16,0.99,2.04,6,120,56,133
0.11,0.98,-0.04,-0.73,2.01,-2.99,0.99,3.68,6,124,59,126
0.10,1.00,-0.04,-0.18,1.89,-5.74,1.01,6.04,6,129,68,109
0.10,1.06,-0.06,6.10,-0.37,-16.17,1.07,17.29,6,136,78,80
0.17,1.09,-0.07,15.38,-16.11,-42.54,1.10,48.02,4,152,89,45
0.21,1.07,-0.12,44.31,-19.59,-58.84,1.09,76.22,2,198,94,15
0.13,2.44,-0.08,-9.28,-18.68,-154.17,2.44,155.58,1,348,101,5
0.06,2.56,-0.50,42.85,-22.95,-265.75,2.61,270.16,1,493,84,3
-0.06,2.87,-0.18,30.03,-53.53,-374.82,2.88,379.81,1,664,36,2
0.09,2.45,-0.73,166.87,-62.62,-383.67,2.56,423.05,1,769,12,7
-1.72,-2.08,-1.22,238.71,-70.68,-226.62,2.96,336.65,1,787,3,21
-1.34,0.51,-0.39,-84.72,-9.64,23.01,1.49,88.31,1,810,0,17
-0.61,0.26,-0.27,-11.54,33.08,76.54,0.71,84.18,1,814,1,17
-0.35,0.06,-0.49,-40.04,30.40,105.96,0.61,117.28,1,815,0,18
-0.53,0.48,-0.08,-49.93,6.23,137.02,0.72,145.97,1,815,0,17
-0.67,0.53,0.05,-39.67,47.12,165.59,0.86,176.67,1,816,2,17
-0.46,0.92,-0.11,-38.15,100.77,185.30,1.03,214.35,1,811,1,14
0.19,1.26,-0.33,-31.74,111.88,198.30,1.32,229.89,1,795,1,15
0.86,1.57,-0.40,-29.79,81.79,213.50,1.83,230.56,1,780,3,13
1.13,1.68,-0.36,-28.56,-1.65,169.74,2.05,172.13,1,763,2,12
0.92,1.44,-0.22,-61.10,-59.02,110.47,1.73,139.36,1,756,1,9
0.93,1.53,0.09,-76.72,-59.88,140.75,1.79,171.12,1,759,2,11
0.88,1.19,0.21,-89.84,-19.23,141.54,1.50,168.75,1,767,1,9
1.04,1.28,0.77,-93.81,48.83,174.74,1.82,204.25,1,776,0,8
1.65,1.22,0.54,-6.23,116.58,133.97,2.12,177.70,1,790,0,10
2.51,0.47,-0.09,-7.87,92.65,33.69,2.55,98.90,1,787,1,13
-0.91,-0.28,-0.11,333.25,24.48,-174.38,0.95,376.91,1,702,3,49
-0.00,0.86,0.28,105.41,62.01,-267.40,0.90,294.03,3,525,2,100
0.52,1.22,0.16,57.92,-0.67,-278.32,1.34,284.28,2,519,2,131
0.41,0.96,0.06,83.92,-0.43,-84.72,1.04,119.25,3,221,4,138
0.40,0.74,0.20,46.57,-10.68,-50.90,0.86,69.81,5,132,29,142
0.27,0.91,0.07,12.82,0.37,-14.28,0.95,19.19,6,124,43,142
0.29,0.92,0.05,15.08,-0.31,-10.13,0.97,18.17,6,122,50,143
0.29,0.92,0.07,11.54,-1.53,-2.81,0.97,11.97,7,122,57,143
0.27,0.94,0.09,10.68,-2.26,-1.95,0.98,11.09,6,120,55,147
0.27,0.93,0.08,4.39,-0.79,-1.04,0.97,4.58,7,122,60,145
0.27,0.94,0.08,4.15,-0.49,-0.79,0.98,4.25,7,119,58,142
0.28,0.94,0.08,2.69,0.12,-0.43,0.99,2.72,6,115,52,146
0.26,0.93,0.08,8.42,-1.46,-2.08,0.97,8.80,6,114,48,140
0.27,0.94,0.09,5.25,-0.12,-2.50,0.98,5.82,6,115,46,139
0.27,0.92,0.09,4.52,1.46,0.37,0.97,4.76,6,116,47,131
0.29,0.92,0.08,3.17,1.89,0.55,0.96,3.74,5,117,50,123
0.27,0.95,0.09,2.08,1.77,-1.53,0.99,3.13,5,121,52,119
0.28,0.93,0.09,0.73,1.28,-2.99,0.98,3.34,5,124,62,106
0.28,0.95,0.09,-2.08,1.28,-4.39,0.99,5.03,5,126,69,99
0.29,0.92,0.08,-1.83,-0.49,-8.18,0.97,8.40,5,133,75,81
0.29,0.94,0.09,-4.82,-0.31,-6.84,0.98,8.37,5,139,83,74
0.30,0.90,0.06,-3.85,-0.31,-6.84,0.95,7.85,5,146,87,60
0.31,1.07,0.04,4.46,-4.21,-13.73,1.11,15.04,4,155,96,39
0.27,1.00,-0.02,13.24,-13.73,-28.08,1.04,33.95,3,178,101,11
0.29,3.11,0.31,-76.72,-4.39,-113.34,3.13,136.94,2,265,96,4
-0.05,3.22,-0.13,5.19,-20.45,-329.41,3.22,330.08,1,388,85,3
-0.13,3.70,0.06,31.43,-34.67,-483.70,3.70,485.96,1,626,30,1
-0.52,1.24,-0.34,104.06,-32.17,-452.94,1.39,465.85,1,763,6,23
-1.59,-0.92,-1.58,84.17,-48.34,-74.28,2.42,122.22,1,773,1,22
-1.10,0.74,-0.21,-70.80,-93.08,80.57,1.34,142.01,1,789,0,17
-0.98,0.31,-0.03,-15.38,-45.10,114.50,1.03,124.02,1,799,0,17
-0.75,0.31,-0.28,-18.86,26.43,156.92,0.86,160.25,1,796,0,18
-0.75,0.50,-0.25,-42.97,79.65,196.66,0.94,216.48,1,792,1,14
-0.56,0.94,-0.12,-51.03,116.15,237.67,1.10,269.41,1,783,0,16
0.20,1.26,-0.29,-42.66,71.90,280.09,1.31,292.30,1,775,1,14
0.40,1.55,-0.02,-27.28,-14.65,276.06,1.61,277.79,1,774,1,15
0.49,1.79,0.01,-29.66,-35.28,228.15,1.85,232.76,1,763,0,15
0.80,2.10,0.05,-24.72,-71.59,198.18,2.25,212.16,1,754,3,15
1.03,1.54,0.18,-46.88,-107.18,182.98,1.86,217.18,1,747,1,15
1.38,1.74,1.01,-111.82,-58.11,198.97,2.44,235.52,1,746,2,14
2.02,1.50,1.24,-52.86,37.78,178.96,2.81,190.38,1,747,0,14
3.42,3.39,0.66,7.45,114.32,86.73,4.86,143.69,1,758,1,21
3.00,-0.14,0.13,85.27,90.21,-146.36,3.01,191.91,1,688,2,61
0.04,1.24,0.14,85.39,-8.36,-209.47,1.25,226.36,2,425,3,125
0.19,0.95,0.06,73.43,-2.38,-57.80,0.98,93.48,4,186,5,131
0.05,1.00,0.07,13.06,-1.34,-15.20,1.00,20.08,5,132,21,133
0.08,0.94,0.08,13.12,-0.61,-13.61,0.95,18.92,5,124,31,126
0.08,0.94,0.10,9.40,-0.18,-4.39,0.95,10.38,6,124,38,129
0.07,0.97,0.08,4.52,0.49,1.28,0.98,4.72,6,126,44,135
0.07,0.98,0.09,4.09,0.55,2.08,0.99,4.62,6,124,43,141
0.07,0.97,0.09,1.77,1.22,0.98,0.98,2.36,7,124,40,142
0.07,0.97,0.09,0.24,1.53,1.89,0.98,2.44,6,125,37,140
0.07,0.97,0.09,-0.79,1.53,3.78,0.98,4.16,6,122,34,139
0.06,0.98,0.08,-1.89,1.89,3.85,0.99,4.68,6,121,30,138
0.06,0.97,0.08,-0.85,1.65,1.95,0.98,2.69,6,117,29,143
0.06,0.98,0.08,-0.61,1.40,1.71,0.98,2.29,7,115,29,144
0.06,0.98,0.08,-0.43,1.04,1.40,0.98,1.80,6,114,32,143
0.05,0.98,0.08,-0.61,1.16,1.10,0.98,1.71,6,111,29,138
0.05,0.98,0.08,-0.49,1.22,0.85,0.99,1.57,6,112,31,140
0.06,0.98,0.07,-0.37,1.40,-0.06,0.98,1.45,6,113,33,145
0.06,0.97,0.08,-0.06,1.28,-0.18,0.98,1.30,6,114,36,142
0.06,0.97,0.08,-0.43,1.10,0.37,0.98,1.23,6,116,39,138
0.05,0.98,0.08,-0.67,1.34,0.73,0.98,1.67,6,118,37,139
0.05,0.98,0.08,-0.06,1.83,-0.31,0.98,1.86,6,125,40,136
0.05,0.98,0.08,0.79,2.56,-0.92,0.99,2.84,6,129,48,130
0.04,1.01,0.07,1.89,2.75,-10.99,1.01,11.48,6,136,57,105
0.11,1.34,-0.03,-12.82,-2.50,-39.79,1.34,41.88,5,148,73,57
0.15,1.27,-0.02,19.35,-23.56,-85.82,1.28,91.07,3,176,88,16
0.07,3.20,-0.01,-39.12,-22.83,-137.15,3.20,144.43,2,276,90,5
0.00,2.86,-0.33,17.09,-20.81,-250.55,2.87,251.99,1,407,81,3
-0.07,3.08,-0.40,7.57,-46.69,-423.46,3.11,426.10,1,627,29,3
-0.24,3.69,-0.64,195.50,-71.41,-413.27,3.75,462.72,1,762,8,3
-2.89,-2.97,-1.77,303.41,-63.60,-267.03,4.51,409.15,1,782,1,24
-1.57,0.65,-0.20,-127.81,5.80,39.18,1.71,133.81,1,796,0,16
-0.81,0.22,-0.29,-14.89,67.38,72.14,0.89,99.83,1,798,0,19
-0.50,0.05,-0.61,-53.28,69.58,112.18,0.79,142.36,1,796,0,19
-0.61,0.51,-0.28,-73.12,44.80,156.25,0.84,178.23,1,793,0,17
-0.71,0.58,-0.17,-69.89,52.12,205.38,0.93,223.12,1,793,2,17
-0.40,1.04,-0.14,-75.87,86.43,239.01,1.12,265.24,1,789,2,17
0.33,1.29,-0.25,-69.15,78.31,236.82,1.36,258.84,1,781,2,17
0.81,1.89,-0.18,-36.50,-7.26,210.51,2.07,213.77,1,770,0,15
0.79,1.57,-0.44,-48.10,-110.23,218.26,1.81,249.20,1,761,0,16
0.55,1.61,-0.40,-89.48,-189.64,222.78,1.75,305.94,1,761,2,18
0.73,1.74,-0.04,-167.72,-215.45,225.71,1.89,354.25,1,763,1,15
0.88,1.89,1.37,-188.78,-217.10,206.36,2.50,354.06,1,766,0,15
1.51,4.00,3.60,-129.21,-121.77,125.24,5.59,217.28,1,775,1,21
1.99,-4.00,-1.54,317.57,66.16,-8.97,4.72,324.51,1,783,1,27
1.41,1.89,2.58,-84.90,108.28,-67.02,3.50,153.05,1,771,3,35
-0.29,0.99,0.14,185.49,123.78,-159.67,1.04,274.26,2,459,6,71
0.10,1.19,0.06,259.64,-18.74,-157.96,1.20,304.49,3,312,10,107
0.11,0.93,0.18,85.75,-7.08,-52.12,0.96,100.60,5,146,11,138
0.05,0.97,0.17,41.81,4.03,-9.95,0.98,43.16,5,122,11,144
0.03,0.90,0.11,32.59,-4.21,-24.17,0.91,40.79,5,121,21,135
0.05,0.96,0.10,18.37,-2.93,-15.38,0.97,24.14,6,126,32,140
0.05,1.00,0.08,3.36,-0.12,-6.35,1.00,7.18,7,135,44,143
0.04,1.00,0.09,7.63,-0.43,-2.01,1.01,7.90,7,139,50,146
0.03,0.96,0.12,8.54,-0.92,-2.38,0.97,8.92,7,146,60,141
0.03,0.99,0.11,4.76,0.85,-1.59,1.00,5.09,7,148,66,139
